SalePrice,id
122369.41930775273,1461
140791.57558009002,1462
184026.58109744661,1463
193262.08612466272,1464
186143.66918650665,1465
177108.92522663847,1466
177320.9314960328,1467
161596.41153587936,1468
193719.56679839833,1469
128973.73663503081,1470
169072.31498547166,1471
91735.67704333721,1472
96821.22563982948,1473
137464.88827663413,1474
103463.33092505859,1475
362438.4343453292,1476
261815.64282359995,1477
286429.1507575785,1478
292374.98514900915,1479
466694.81619360554,1480
339850.7018436028,1481
209920.18607390803,1482
181030.5220522213,1483
154155.03190202411,1484
189781.80690670214,1485
196992.09308574963,1486
350043.5367844423,1487
242092.6679109068,1488
189055.34134003927,1489
251795.8348419675,1490
191140.21756132576,1491
92723.69894523258,1492
190380.35473255717,1493
284302.16203635646,1494
282607.3490448464,1495
234480.8277312673,1496
162021.53783741075,1497
160380.76180993914,1498
156111.1387849803,1499
148179.8535526853,1500
180891.58409755348,1501
127840.14717122231,1502
214064.646193015,1503
235048.94549029224,1504
229251.95262338812,1505
184997.71886209774,1506
256256.99545930477,1507
208120.1824303976,1508
143998.60539317087,1509
145360.6138156885,1510
161393.85979087555,1511
167814.409639969,1512
152800.94887049592,1513
147564.06831170892,1514
185961.88071280264,1515
157019.35044512697,1516
162898.7729501606,1517
134292.25327879627,1518
221721.70838903362,1519
133818.05338005134,1520
133936.95330031202,1521
177675.21014406858,1522
112085.3762616636,1523
127426.90311491353,1524
115367.92373920794,1525
112099.64713993447,1526
111551.39921731873,1527
127875.37319632577,1528
154675.6697773495,1529
183455.45486998846,1530
94292.45772693337,1531
88983.13754496886,1532
140820.05835162933,1533
129372.00376810977,1534
158410.1713435322,1535
106555.34563266425,1536
53920.32424767073,1537
155106.16926569113,1538
206568.3177804206,1539
100161.71119052144,1540
151081.66061871976,1541
147279.60599754556,1542
201996.57493882347,1543
82056.04778539487,1544
118264.1451147995,1545
142794.54472711045,1546
141984.9767345,1547
136627.16365831005,1548
121031.70331435683,1549
139480.2258769633,1550
102241.39722150493,1551
135825.73574581236,1552
143425.313745039,1553
120267.09433488041,1554
165069.5311793876,1555
82818.21236553471,1556
105142.82236899453,1557
104056.34866777321,1558
61427.18570508913,1559
130747.57113310375,1560
131395.7258334731,1561
129447.25190446024,1562
117192.73610695999,1563
157878.63437688042,1564
146694.4072033824,1565
238860.70056477294,1566
75644.03747074168,1567
249727.2302225424,1568
139837.4765054635,1569
146248.25415342662,1570
93311.09734785208,1571
137117.87688952338,1572
222470.22090677038,1573
113434.45656275626,1574
214744.58738883404,1575
250889.3710325978,1576
181423.91502955733,1577
158111.4974512629,1578
146651.44886364831,1579
192942.8954126202,1580
141547.7116423704,1581
