SalePrice,id
119336.717750962,1461
155062.54818207162,1462
183699.51136829844,1463
200827.19083758938,1464
203537.04076563581,1465
175215.89104931604,1466
181618.83318914156,1467
162630.36568842398,1468
199036.82645749373,1469
118889.69099651834,1470
192135.57142120705,1471
98787.78547645279,1472
96212.00802119172,1473
146294.10878251205,1474
107484.62446379475,1475
355868.7342755527,1476
248753.0847762576,1477
301358.5016942893,1478
305119.52406560903,1479
475526.09901814006,1480
325412.2543471906,1481
217922.64542235027,1482
184261.95303771304,1483
163094.09277471414,1484
201566.56103737178,1485
199607.4877986851,1486
337199.5554751727,1487
244106.2390300291,1488
190168.25049795,1489
244005.64459521286,1490
200715.93412970653,1491
92040.73393493435,1492
193158.32705718122,1493
303740.20885195304,1494
294641.40813526075,1495
240917.18147993123,1496
180358.95797107456,1497
169755.62014746433,1498
165371.36936875244,1499
159463.31112833833,1500
177194.67011392783,1501
145796.5538763113,1502
287993.7809996639,1503
247148.1214174146,1504
229602.43763415024,1505
195257.01352610852,1506
251604.29705097777,1507
207434.83097216717,1508
165141.1875184378,1509
146670.3232051145,1510
152209.45286586697,1511
182066.57922498355,1512
158038.8401971934,1513
154102.37710014306,1514
199781.28633552388,1515
159433.162841666,1516
172140.95573871874,1517
131143.31304706316,1518
211461.14271990428,1519
128190.4986734618,1520
131531.55559468578,1521
183091.44441159308,1522
112129.23850992281,1523
129355.21064497606,1524
118617.2534441228,1525
115046.80706203316,1526
108858.0662329893,1527
140335.05500902742,1528
153055.29375757667,1529
189869.14140961354,1530
112015.7558331034,1531
98640.09090842889,1532
149861.95476980647,1533
129123.87609238086,1534
150450.4490978802,1535
109264.19704195081,1536
61478.725921322366,1537
150275.38073354602,1538
206284.11842502313,1539
101955.28760250902,1540
142022.21530994572,1541
142806.5129042581,1542
185194.14847023907,1543
88281.35245264444,1544
121009.52791920393,1545
139475.08621775516,1546
129866.24002624144,1547
145536.9383643018,1548
125010.03975133998,1549
138387.86063814728,1550
105753.06226983096,1551
140816.75254022444,1552
151584.1317059743,1553
119766.13852384718,1554
163283.27275310035,1555
88918.24409851496,1556
111398.98123228247,1557
101407.6259161487,1558
67522.99160787047,1559
135455.1793965848,1560
128988.41553928272,1561
131502.08165204743,1562
118087.08678376165,1563
160263.1785052287,1564
152453.4776640275,1565
239166.09147048218,1566
76628.33861187642,1567
238265.2066756977,1568
127372.46513386793,1569
142529.2234833002,1570
123768.8344397814,1571
141572.2916875178,1572
226777.00089423472,1573
122296.84375139211,1574
227481.6561449199,1575
255740.90425313436,1576
178654.92081362105,1577
155891.86277909466,1578
141298.20286185326,1579
200483.44395797845,1580
157577.6114837277,1581
125194.82358063968,1582
288203.62723401125,1583
221027.5843523423,1584
134207.91478806178,1585
62555.56008623598,1586
107367.933124544,1587
151926.40678150565,1588
97903.80640693675,1589
133272.07076547487,1590
91004.31414868166,1591
116994.99175758786,1592
123279.80036163109,1593
128783.18472665921,1594
111320.86305932802,1595
218747.1216400928,1596
198237.1793672974,1597
238901.31955735758,1598
166056.20700548973,1599
160240.03172130437,1600
64681.57591344593,1601
117444.25072678321,1602
71141.13184660801,1603
257812.27276228592,1604
248009.12184219633,1605
171738.4749497795,1606
178469.37162719722,1607
219354.0345745521,1608
181938.65710602113,1609
155148.8917120505,1610
143187.66091683696,1611
177690.5171158447,1612
168585.37189536207,1613
129915.35352363306,1614
96974.44965141741,1615
80754.73967988753,1616
96276.11531301134,1617
124598.96859346624,1618
139622.68092444114,1619
152816.99846406563,1620
140699.62766225068,1621
145774.21212971932,1622
261904.56983413044,1623
213774.4312607789,1624
117731.96145679153,1625
177061.18271595548,1626
194999.16597246236,1627
289643.3988716815,1628
188229.51743132935,1629
356277.3006337948,1630
232063.4402885799,1631
253617.84845735104,1632
181947.04403281558,1633
189024.86552950717,1634
178693.64941851993,1635
154978.85650583426,1636
207762.8885888683,1637
181921.41214861625,1638
200385.25089499063,1639
258714.32468449717,1640
191306.81592449092,1641
250832.39638968394,1642
213929.00309187837,1643
239779.32333867368,1644
200750.3534680862,1645
161156.51350585648,1646
163010.4049863921,1647
131365.1782728401,1648
142795.9219715016,1649
113656.02568105774,1650
120687.02756320794,1651
99017.50670228274,1652
102017.97038259394,1653
145502.59590464376,1654
133270.37860722933,1655
140165.7065870121,1656
148313.35361332554,1657
144818.52034195894,1658
114616.35825576454,1659
158746.9715966922,1660
411037.4145591265,1661
404698.839587773,1662
376309.19076865196,1663
486312.9247992974,1664
311092.1464347088,1665
338183.5875189223,1666
392432.4943592679,1667
354041.16264758934,1668
321122.600623799,1669
354109.5054580783,1670
266935.74280875607,1671
422808.52233077807,1672
295927.3864629572,1673
241086.45052620754,1674
202991.74594020468,1675
201419.71990734662,1676
224335.59997176204,1677
443061.42688481684,1678
398817.4662904361,1679
331509.524590286,1680
254013.0715737001,1681
326831.4026222759,1682
189519.9377899305,1683
178937.41503053016,1684
179758.01573786023,1685
170171.81511588045,1686
180386.39622521162,1687
192832.57851040587,1688
198617.74335317532,1689
201716.94672418962,1690
191994.36082465173,1691
275244.29809517897,1692
175930.98407134518,1693
187043.26684017957,1694
173180.23958615807,1695
268508.96711908095,1696
179393.63738594283,1697
349228.6753722644,1698
314131.54343752493,1699
262272.08113489306,1700
282111.7076087296,1701
239428.98278113443,1702
241283.11679911407,1703
277854.2983599984,1704
245691.30795370176,1705
357088.82878705015,1706
214805.69570298897,1707
203253.65815639126,1708
262898.8168070062,1709
220355.73363612796,1710
283303.88541169034,1711
253119.79142938025,1712
284205.9248550625,1713
227124.8588080643,1714
214243.61597178772,1715
183523.2824483056,1716
179214.85275793352,1717
138039.91529511937,1718
215637.72215437394,1719
243057.893350182,1720
164944.58102800834,1721
128604.89004389111,1722
158811.18181305146,1723
204444.17526386707,1724
244356.83351868484,1725
190971.1368861867,1726
155529.38615985218,1727
181498.83245400313,1728
172121.86936865226,1729
158599.89271975163,1730
122126.33166297426,1731
123282.41878582441,1732
112257.29721380226,1733
123915.12163392121,1734
126813.71513283624,1735
