SalePrice,id
132005.16266254286,1461
149351.99778493072,1462
187503.79124567838,1463
192475.0514927104,1464
200881.94867198975,1465
182650.77975801303,1466
172072.9807848573,1467
171535.17400905647,1468
201221.89735167543,1469
118024.90793503684,1470
208856.98509281783,1471
99412.6650087355,1472
103175.35466885599,1473
136069.25455197872,1474
116826.86816713942,1475
383257.6207163478,1476
271003.7557444111,1477
278429.72711467586,1478
282918.6467733395,1479
427929.548266783,1480
357817.7593321119,1481
207640.3071049195,1482
189501.99294810573,1483
166273.4953520644,1484
187915.9936151424,1485
196101.59657669967,1486
364657.70084174076,1487
218432.82574651352,1488
201052.7930167636,1489
254752.42646609893,1490
192179.76413383332,1491
83607.94707912729,1492
174888.79021530494,1493
269611.61183769634,1494
267455.1933103335,1495
257022.23050068406,1496
181095.03344437297,1497
158694.1680475923,1498
165676.72414134006,1499
146503.86875773343,1500
170372.11147357192,1501
145574.17949444227,1502
235335.4021928766,1503
230715.60607242922,1504
235648.57605486948,1505
185532.2894834999,1506
247499.51600558448,1507
224671.01721886624,1508
162536.57660504608,1509
144703.16293091857,1510
161764.6498885331,1511
166016.3007344581,1512
146463.1578316531,1513
155428.65604189405,1514
196755.33863005237,1515
158372.45141011814,1516
167939.17034709724,1517
126988.82485050758,1518
224896.37022434198,1519
133071.1281477919,1520
130749.99758478905,1521
167821.32983076776,1522
111913.92690435135,1523
137685.70007642102,1524
116632.12744054255,1525
118181.98553017677,1526
117367.6820075719,1527
129250.80712363606,1528
151200.45539690656,1529
182394.05179271902,1530
112504.73975219401,1531
94154.8557960656,1532
149866.64467104062,1533
134310.981052753,1534
160331.52131092403,1535
115545.06026006896,1536
56597.95372848772,1537
165749.70396412924,1538
204399.09543367143,1539
100687.57439926508,1540
146995.8754488295,1541
152456.09329332373,1542
215484.74967683645,1543
88316.03005273236,1544
115991.08882146646,1545
141421.27956358204,1546
144557.76496806482,1547
131782.6774789699,1548
118766.85297095102,1549
143780.35579602953,1550
107223.83239510602,1551
133905.59076526092,1552
136959.96595336968,1553
132279.67993070537,1554
170176.47788096542,1555
88980.1691465113,1556
97648.71388344382,1557
106189.09272553751,1558
85770.55833787542,1559
127567.51001363333,1560
127458.04542786189,1561
127774.12425305817,1562
108528.99244656196,1563
146822.4089402569,1564
133256.71972370637,1565
226243.74410794838,1566
70612.3086851674,1567
235638.8618787267,1568
145119.8826416229,1569
138177.6180033755,1570
138996.43231009142,1571
134012.07218463227,1572
234196.9548236183,1573
102332.95708506866,1574
197975.82712024162,1575
248292.44260666028,1576
188109.81377489417,1577
148016.77817280003,1578
145146.7724700276,1579
202796.74255186404,1580
143760.01602995212,1581
121445.03416445499,1582
292974.2577437199,1583
230092.96742412492,1584
142149.65932363877,1585
69165.92604398685,1586
103134.76819150684,1587
154106.52590496492,1588
94038.23640709074,1589
131322.61386918317,1590
91533.26620956615,1591
119882.85446338654,1592
128857.99288524245,1593
122957.40124087359,1594
97787.14327658826,1595
201494.0523630808,1596
166788.67080990292,1597
221605.37732504276,1598
182559.21399970297,1599
168744.54969595993,1600
62742.062649105086,1601
119512.52876875731,1602
82589.68998484696,1603
269664.3241841245,1604
264004.06297312584,1605
163935.22881144215,1606
165303.22581380515,1607
232829.48190807272,1608
188997.4576109754,1609
163402.17333701305,1610
145154.50907733387,1611
180569.86534834377,1612
177179.0063968128,1613
128332.25089070987,1614
92397.89285184449,1615
82332.94871403655,1616
98468.20354256565,1617
127836.33187890638,1618
152289.51359965833,1619
172524.80565037488,1620
140300.85480888895,1621
143501.38944796723,1622
262850.7437112656,1623
222545.93830766456,1624
123975.33080493414,1625
149719.7088721094,1626
198235.57124070518,1627
282563.6305732534,1628
185255.32037643698,1629
344885.0158775544,1630
228832.85269074579,1631
258241.7368098439,1632
168833.58717197456,1633
200965.68705533576,1634
167844.52715489097,1635
155456.2030217514,1636
198182.0770345318,1637
187137.84351855432,1638
187509.51034523261,1639
227661.29282959262,1640
174141.4822615442,1641
249978.2302013958,1642
228586.55997987426,1643
244838.91496581183,1644
202227.30142091896,1645
139397.53180057305,1646
139277.55820014366,1647
127479.23925252013,1648
143347.58869571215,1649
112037.55980081031,1650
116793.60159159204,1651
94875.39205188757,1652
101350.38657550058,1653
138783.1573001661,1654
140442.60515715962,1655
133942.3251756646,1656
135394.83742509867,1657
133057.32719408482,1658
124908.19850448736,1659
165207.78973702365,1660
372329.46735903743,1661
392225.2531785189,1662
368878.9441502074,1663
446478.19857902615,1664
308407.52526770654,1665
349672.9909493681,1666
365360.1663332956,1667
372691.3254212727,1668
310475.8886828722,1669
368375.5831259607,1670
270935.9790518981,1671
411992.2042122091,1672
329438.0153344177,1673
262183.5317373007,1674
192085.75526668085,1675
189734.4385011342,1676
225145.79637114282,1677
461410.07905163534,1678
412327.1680397765,1679
347956.15387080156,1680
230304.50411677916,1681
331914.42080028914,1682
192906.8471068141,1683
176877.51946636307,1684
166581.52401177128,1685
169382.64018504432,1686
170708.10453320696,1687
192180.38615976457,1688
198430.4185108313,1689
198493.89255767016,1690
175645.45665467938,1691
275598.32676306105,1692
174936.40295873574,1693
185599.23245796858,1694
170671.0432278185,1695
279358.17190017854,1696
175786.35103066027,1697
320156.5775357555,1698
328631.7024288774,1699
250707.71113269165,1700
258346.01105130266,1701
257299.4339964289,1702
243378.93541521172,1703
272534.5285896609,1704
234420.5781387688,1705
359695.1394353562,1706
226226.87178250853,1707
229155.23782816075,1708
275874.5040513256,1709
219437.5199700775,1710
283256.82719746244,1711
261467.60422270777,1712
305129.34705066413,1713
242319.4600251382,1714
210380.30022456794,1715
187535.40198943613,1716
181720.7157429765,1717
127300.93680529983,1718
219076.65244294878,1719
247975.40584739068,1720
166194.26968956765,1721
119230.70537362565,1722
168510.41767612874,1723
187643.26020729358,1724
231831.97960101985,1725
181177.90315814316,1726
161775.14102213824,1727
180621.74309653437,1728
162604.84011690627,1729
139108.71178002472,1730
110277.78751077427,1731
125215.12979020477,1732
101971.75766586309,1733
112754.35511220984,1734
121180.4711216155,1735
124789.05080978603,1736
220425.5537385516,1737
235140.1141745516,1738
236300.0354250382,1739
212930.43584207006,1740
191619.4855712106,1741
163143.44118874695,1742
171699.11306454526,1743
235372.1988410408,1744
219226.4448682094,1745
157227.0495673993,1746
227820.85812156377,1747
232577.9711446163,1748
154360.48971183752,1749
119920.94781703566,1750
217496.36224092226,1751
127354.4801005756,1752
149852.02957749672,1753
193888.54111065238,1754
165131.8372024155,1755
159542.23290314933,1756
134555.60103252012,1757
