id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004140786749482401,0.0,0.0,0.0,0.0,0.012422360248447204,0.0,0.0,0.0,0.0,0.0020703933747412005,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08281573498964805,0.0,0.0,0.0,0.0,0.443064182194617,0.0,0.0,0.0,0.0,0.015527950310559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052795031055900624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.015527950310559006,0.07660455486542443,0.0,0.0020703933747412005,0.08902691511387163,0.0,0.0,0.0,0.0,0.13561076604554867,0.030020703933747405,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019668737060041408,0.0
7,0.0,0.0,0.06728778467908902,0.02587991718426501,0.0,0.018633540372670808,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008281573498964802,0.0,0.06004140786749483,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0,0.013457556935817804,0.0,0.018633540372670808,0.0020703933747412005,0.008281573498964802,0.0,0.017598343685300204,0.003105590062111801,0.0,0.006211180124223602,0.0,0.018633540372670808,0.0,0.006211180124223602,0.0,0.0,0.4254658385093168,0.0,0.0020703933747412005,0.0,0.0,0.0,0.0,0.003105590062111801,0.030020703933747415,0.006211180124223602,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.03002070393374741,0.0,0.0,0.0,0.0020703933747412005,0.0,0.0,0.024844720496894408,0.0,0.0,0.0,0.0,0.003105590062111801,0.012422360248447204,0.0,0.014492753623188404,0.0020703933747412005,0.006211180124223602,0.005175983436853002,0.0,0.0,0.011387163561076604,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0020703933747412005
9,0.0,0.7298136645962732,0.0,0.0,0.031055900621118012,0.0,0.0,0.009316770186335404,0.009316770186335404,0.012422360248447204,0.0,0.009316770186335404,0.0,0.0,0.02691511387163561,0.0,0.08592132505175984,0.006211180124223602,0.0,0.003105590062111801,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.005175983436853002,0.0,0.0,0.0,0.0,0.0,0.011387163561076604,0.0,0.0,0.006211180124223602,0.0,0.0,0.003105590062111801,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005175983436853002,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602
12,0.0,0.014492753623188404,0.0,0.022774327122153208,0.0,0.0,0.0,0.006211180124223602,0.017598343685300204,0.0,0.0,0.012422360248447204,0.017598343685300204,0.017598343685300208,0.0,0.006211180124223602,0.0,0.020703933747412008,0.0,0.2753623188405797,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008281573498964802,0.0,0.003105590062111801,0.0,0.009316770186335404,0.0,0.0,0.0,0.0,0.05383022774327122,0.0,0.0,0.0,0.003105590062111801,0.0,0.07039337474120082,0.039337474120082816,0.003105590062111801,0.013457556935817804,0.0,0.006211180124223602,0.0,0.003105590062111801,0.003105590062111801,0.0,0.0,0.0020703933747412005,0.05486542443064182,0.010351966873706004,0.0,0.004140786749482401,0.03830227743271221,0.0,0.0,0.0,0.0,0.0,0.008281573498964802,0.0,0.014492753623188404,0.0,0.008281573498964802,0.0,0.0,0.006211180124223602,0.0,0.003105590062111801,0.005175983436853002,0.0,0.008281573498964802,0.012422360248447204,0.0,0.003105590062111801,0.0020703933747412005,0.008281573498964802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04244306418219462,0.08178053830227743,0.008281573498964802,0.0,0.04761904761904762
13,0.005175983436853002,0.02380952380952381,0.0,0.0,0.0,0.0,0.0,0.004140786749482401,0.13250517598343683,0.0,0.0020703933747412005,0.16459627329192544,0.08488612836438925,0.02691511387163561,0.36853002070393376,0.0,0.003105590062111801,0.003105590062111801,0.0,0.0020703933747412005,0.024844720496894408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.015527950310559006,0.04761904761904762,0.0020703933747412005,0.0,0.0,0.008281573498964802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.009316770186335404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0020703933747412005,0.014492753623188404,0.006211180124223602,0.003105590062111801,0.0,0.021739130434782608,0.0,0.0,0.007246376811594202
16,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.003105590062111801,0.0,0.006211180124223602,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.013457556935817804,0.0,0.0,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0,0.0,0.0,0.0020703933747412005,0.0,0.005175983436853002,0.0,0.008281573498964802,0.0,0.017598343685300204,0.0,0.005175983436853002,0.0020703933747412005,0.0,0.008281573498964802,0.006211180124223602,0.09627329192546584,0.005175983436853002,0.013457556935817804,0.0,0.0,0.0,0.0,0.027950310559006212,0.0,0.011387163561076604,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.007246376811594202,0.018633540372670808,0.003105590062111801,0.0,0.003105590062111801,0.0,0.0,0.0,0.006211180124223602,0.0020703933747412005,0.08281573498964803,0.0,0.003105590062111801,0.0,0.005175983436853002,0.0,0.004140786749482401,0.0020703933747412005,0.0,0.0,0.008281573498964802,0.0,0.021739130434782608,0.0,0.0,0.013457556935817804,0.03519668737060041,0.044513457556935816,0.0,0.0,0.012422360248447204,0.015527950310559006,0.0020703933747412005,0.0,0.0,0.07246376811594203,0.003105590062111801,0.052795031055900624,0.0,0.007246376811594202
19,0.0,0.0,0.014492753623188404,0.43064182194616973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.020703933747412008,0.0,0.0,0.0,0.0,0.0,0.0,0.0020703933747412005,0.0,0.003105590062111801,0.0,0.006211180124223602,0.0,0.008281573498964802,0.0,0.0020703933747412005,0.0,0.0020703933747412005,0.008281573498964802,0.0,0.0020703933747412005,0.0,0.003105590062111801,0.006211180124223602,0.009316770186335404,0.004140786749482401,0.036231884057971016,0.0,0.0,0.0020703933747412005,0.0020703933747412005,0.041407867494824016,0.0,0.003105590062111801,0.009316770186335404,0.003105590062111801,0.006211180124223602,0.0,0.0,0.010351966873706004,0.003105590062111801,0.012422360248447204,0.0,0.004140786749482401,0.0,0.0020703933747412005,0.0,0.0,0.0,0.024844720496894408,0.08074534161490683,0.0,0.006211180124223602,0.0,0.008281573498964802,0.0,0.0020703933747412005,0.003105590062111801,0.0020703933747412005,0.0,0.03312629399585921,0.0,0.010351966873706004,0.0,0.0,0.008281573498964802,0.027950310559006212,0.020703933747412008,0.0,0.0,0.0,0.010351966873706004,0.004140786749482401,0.007246376811594202,0.0,0.059006211180124224,0.003105590062111801,0.011387163561076604,0.0,0.012422360248447204
23,0.003105590062111801,0.0,0.009316770186335404,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.018633540372670808,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.008281573498964802,0.06728778467908902,0.0020703933747412005,0.02587991718426501,0.0,0.0,0.27536231884057966,0.19358178053830227,0.005175983436853002,0.003105590062111801,0.0,0.0,0.0020703933747412005,0.006211180124223602,0.005175983436853002,0.005175983436853002,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.006211180124223602,0.0,0.0,0.005175983436853002,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.0,0.0,0.0,0.0,0.015527950310559006,0.003105590062111801,0.010351966873706004,0.0,0.0,0.006211180124223602,0.005175983436853002,0.008281573498964802,0.027950310559006212,0.006211180124223602,0.013457556935817804,0.025879917184265012,0.004140786749482401,0.036231884057971016,0.0,0.0,0.0,0.0,0.0,0.07971014492753623,0.0020703933747412005,0.02587991718426501,0.0,0.0,0.0,0.003105590062111801,0.009316770186335404,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.005175983436853002,0.003105590062111801,0.003105590062111801
24,0.0,0.017598343685300208,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.003105590062111801,0.0020703933747412005,0.0,0.0,0.0,0.0,0.0,0.015527950310559006,0.0,0.0,0.006211180124223602,0.008281573498964802,0.003105590062111801,0.0,0.0,0.0,0.0,0.025879917184265012,0.0020703933747412005,0.0,0.0,0.0,0.018633540372670808,0.012422360248447204,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.017598343685300204,0.006211180124223602,0.0,0.015527950310559006,0.003105590062111801,0.003105590062111801,0.0,0.005175983436853002,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.0,0.003105590062111801,0.0020703933747412005,0.003105590062111801,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.010351966873706004,0.0,0.003105590062111801,0.0,0.009316770186335404,0.006211180124223602,0.0,0.0,0.003105590062111801,0.0,0.0020703933747412005,0.003105590062111801,0.0,0.0,0.006211180124223602,0.006211180124223602,0.005175983436853002,0.0,0.006211180124223602,0.008281573498964802,0.7204968944099379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0020703933747412005,0.0,0.006211180124223602,0.0
28,0.007246376811594202,0.004140786749482401,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.8002070393374741,0.0020703933747412005,0.0,0.015527950310559006,0.015527950310559006,0.026915113871635615,0.009316770186335404,0.0,0.0020703933747412005,0.009316770186335404,0.0,0.0,0.009316770186335404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.009316770186335404,0.018633540372670808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015527950310559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0020703933747412005,0.0,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.006211180124223602,0.005175983436853002,0.0,0.0,0.007246376811594202
