id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.00033812475202267176,0.004232758278013459,0.0008787456013296691,0.000456827099934694,0.0017778779701791438,0.04342112728560117,6.656566101681528e-05,1.121082356411401e-05,0.0007102785187917108,0.00082407143634743,0.02495708427389238,0.0003577362275604348,0.003765190150864336,0.00028705680697659053,0.003018324291207345,0.0017750534521918876,0.003893481061267216,3.196559854575599e-05,0.0001747352380851303,0.0006396841767336442,0.0018325936885239254,0.006741952410115129,0.0010322974070455365,3.628654977509015e-05,3.1691088701908515e-05,0.000873831965644255,0.03210523219458659,0.03688958712980598,0.00029033575321882164,0.0005413140385613456,0.00013330770518950723,0.04854188399338402,0.03921840072927881,0.010786059410225663,0.0030595936899309915,0.024613460473984643,4.268359179194647e-05,3.415747357208915e-05,0.0008033372713252917,0.0008154781384708238,0.0017106042485413794,0.009469281361695324,0.029770632518970785,0.0003195025178195901,0.04164632281269516,0.00020012945002065977,0.03176803409799886,5.473222812155693e-06,0.00011765394906765454,0.015862122122312052,0.006721409483502255,0.04708589006988234,0.0002045864365595896,0.009690450960726921,0.0232179227179756,0.00812493858990323,0.034144988475874875,7.842803296356759e-05,0.0001020934988609225,0.00034903444821688236,0.00028042317695520285,0.00030949964560768447,0.001599002238143676,0.004773962783329215,0.047262745872119774,0.001283016405171984,0.043067970689231135,9.137454837262266e-05,0.03266748863257864,0.00036083626766267123,0.00406437281725522,3.771514181376461e-05,0.01569672970235504,0.00013202516026361227,0.02503162868434597,0.035214786290770315,8.896491232590927e-05,0.04536749351272993,0.03459286304904344,0.00024597361087806224,0.0004775310773212834,0.0002961631696781777,0.00016537305601351817,0.0473574672445609,0.04625990165691971,4.878930412634251e-05,0.00031721049259961237,0.00013278016520008073,0.01844665994114224,0.00017338785525536363,0.0017230120596368797,0.00046636052846028744,0.0017566805528116637,0.0003449159144643128,0.0005601903196634759,0.0004776307589494659,0.00027204179158238676,0.026301148259078796,0.0016230002879238795
7,0.0015881535569679313,0.0001238061567978644,0.005342564960005561,0.03667531913945061,7.816025708905343e-06,0.0001114375640344654,0.005519131074990416,0.0012747271069398032,0.00029193314181546646,4.1005243438508695e-05,0.00010313353982120497,0.0020149376453732644,0.005213212139541211,0.0016181049517732453,9.517139613937621e-05,0.0017845276581235708,1.3797489241475205e-05,0.00620079960845309,0.011612423588253274,0.01584579049188697,0.00011151859174913305,1.9798901861189745e-05,0.0008876630488604346,0.0019147369862525254,0.001657868428951088,0.0030185107747504533,0.0001147006180455221,0.0001377180154266248,0.01924914163705856,0.0025435496912172926,0.01642400920773854,0.00010765003367083024,0.0001876473489023128,0.0006523887816599456,0.04022660993593691,0.00011899041461153718,0.003648456013487167,0.011110162428292634,0.0004069313507546861,0.0004166563713442045,0.039923149962747095,0.0006639142793107109,0.0004353779087730166,0.03547421043736704,0.00012633527915274006,0.030210928108673814,5.119600190974548e-05,0.0017117544019137497,0.0009891966650509966,0.007870826187751484,0.06557774346090353,6.756272375441935e-05,0.018515179302496087,0.0013638902070312096,0.0014029965377862416,0.00038772310732343587,5.571746086698933e-05,0.006829238964631154,0.06386303660398587,0.004881478886666725,0.02119647604947335,0.0019441713763732411,0.005898122598766885,0.008887734095630631,0.0011650266228636966,0.0007566998783258878,0.00011060952413215474,0.012866917937906203,0.035915673560983796,0.046942372654394375,0.013518644471713005,0.0042360406146546535,5.1888971867202196e-05,0.013971796876690876,6.874192964682295e-05,0.00017411048890336487,0.053849764272285355,0.00010085221252186444,9.239059643986968e-05,0.01398160998466693,0.0023728032390483464,0.038643122137461745,0.006508578070747067,0.00016781864363514217,0.0012250360160063769,0.008942874379797754,0.05550642929873369,0.06688958113013874,2.7783137064092506e-05,0.0059346005737448155,0.01765801718155017,0.002865734281422704,0.012501395650264471,0.002308207511990899,0.004560657101462705,0.0037295545076933873,0.04138508170466782,6.44704519113397e-05,0.014144652716994721
9,0.0065950077787136525,0.08694921946266376,0.00048305069422389485,0.0004602116072470459,0.015122804334140233,0.010465228453082806,2.6358905484167597e-05,0.0001354810801595008,0.007499241182793035,0.042671641309010626,0.03776205816332699,0.008349139104610001,0.009864558577476546,0.007216141566308863,0.06686547363307489,0.00044090069196168477,0.028987589619153105,0.0008409882571602154,5.891263476523954e-05,0.005828490669824955,0.037147265050420666,0.00146564737424544,0.0002903777808500651,1.0434008807138026e-05,9.230593425371266e-06,0.00024596002820909,0.1067936580642444,0.010573548747563426,7.859374652363345e-05,0.0001556665631673038,5.169975566625947e-05,0.01005222549523344,0.009459659458206484,0.003801592628160206,0.000991283077306209,0.00945221346185079,1.2249199020444299e-05,1.3789911723142835e-05,0.00027422863102222964,0.0002798662049823922,0.0005788468558786873,0.05802714001793906,0.009844401533617377,0.00012323298324417502,0.011810178054289657,0.00010849460292000526,0.0054971040497423735,0.00044286416680937074,0.008546599430585092,0.02892860407464406,0.002621353074712028,0.005135331303428566,9.302342536800644e-05,0.003984693569871295,0.009522283853129336,0.0027249826240957125,0.00508292994532496,3.3144640618375716e-05,0.0002516042105678919,0.00016680557979791206,0.00010646487354989006,0.00014690817670021542,0.0004579913255793398,0.0022349090809065386,0.009339122488197623,0.0005083196416425111,0.010389632891636772,3.6108593726333255e-05,0.010711328078617332,0.00015409132640008968,0.0011189531987891245,1.777942861944931e-05,0.003903589485765168,5.991850523270766e-05,0.030347688476356938,0.037364276096690664,4.902989704191919e-05,0.008014753655621765,0.039201966823876805,8.262962902035555e-05,0.00019036378752417248,0.0001338113924306981,0.0001097506002608731,0.03618247235055328,0.054870929330724634,0.0002537810697859565,0.00016513865680370756,6.209151545324397e-05,0.002391863023104328,0.0024267973732237024,0.0005802733616271659,0.0056924700931575605,0.003071010421027375,0.00362124144295947,0.006854650504763519,0.013041741435997562,0.00010492623371681701,0.019925260347997922,0.014770659882522979
12,0.006216349151449692,0.00037220220135484737,0.0004084883757616269,0.029021419012029984,1.583594277907455e-05,0.00016646769662669332,0.0043439851377152176,0.0026077150196451454,0.0004484420749064015,0.00042889975501173575,0.00021717793097051705,0.009392107985137604,0.010720684999663744,0.008106295299443098,0.00042047182919236804,0.0031196363136650512,2.011233719481022e-05,0.012207361559487371,0.02429561600090138,0.055502231468366164,0.0004541507219406758,2.1588711370987484e-05,0.001393036184232976,0.004048887553994976,0.0034415643343386772,0.004734850851156743,0.00037806838920842787,0.00015098155761617384,0.03458744922971611,0.003873726936778408,0.017754415751617424,0.00011796208253922069,0.00020385984783084958,0.001378457264334914,0.023619224319819734,0.00018374558316898,0.0034057435871016326,0.0030723625549148276,0.00023265117930716526,0.00020626581639734907,0.009661798148749196,0.0018040411544387564,0.00040202461886357655,0.03781181871589993,0.00013866827554809684,0.014736718920563973,0.00010655649548748591,0.004175309020991838,0.007826684813162283,0.016566999750915197,0.03635508024614289,7.417256247980472e-05,0.02850981576483438,0.002425236671546622,0.002960855159000977,0.0006796127997046071,9.881695232953363e-05,0.0004608006690990068,0.01140754078502031,0.0032750156041635972,0.028511313009084955,0.0024326546116058495,0.012540849583341864,0.006090728824139796,0.0014951287150603827,0.0016026893119969205,0.000168150223830867,0.008553287792773001,0.05607292354148881,0.043199774124210784,0.02882100966659425,0.004830983301605916,7.61023845669293e-05,0.015617415989867699,0.0002501476180124774,0.00025827988165309736,0.009983112194176557,0.00011047594773860675,0.0002540927450567151,0.0298896450083912,0.00491633895537451,0.029836004502243683,0.0010623409608013594,0.00020966546620080817,0.0009736847153574219,0.007131675137762101,0.06379835771761912,0.010395401247092389,5.6680060370962704e-05,0.0011837403299389605,0.009746189519994676,0.004462281092283637,0.026404089226827732,0.0048331572609136815,0.0036996043492134277,0.006749277321091539,0.020123926729874418,9.55235365801666e-05,0.10279523771763191
13,0.01639279258740527,0.0442168325446937,0.000597109791197093,0.0011337155274021974,0.018631693975105997,0.009334165121102175,5.338305172929796e-05,0.0005189487116908689,0.02565676362494709,0.012131432425181513,0.05527048360876752,0.020419183939341574,0.03017508757004535,0.016496159481771813,0.07600573062324173,0.0017078778250054845,0.025342186070514854,0.0011099854667125746,0.00027183386112957306,0.0022348948034145635,0.05675730335648113,0.0009470009499478583,0.0009996674354703573,4.812524948936356e-05,4.162710326393189e-05,0.0008462451172463977,0.03774124495217633,0.0068952598898294575,0.0003725119513406624,0.0006097673838066625,0.00017253609073000577,0.0065680398118158675,0.011275640991182119,0.012217235245502793,0.0020995477943057746,0.010196065277034632,2.933258492422629e-05,2.740993922856564e-05,0.0003443382996902766,0.0003054830328102511,0.0008721235872778628,0.015404691316080304,0.008681860871476097,0.00034510446483153876,0.007748619666054773,0.00013560789619434098,0.005798718303638038,0.00012802341567483099,0.004702008380597177,0.07508451049170976,0.002831225071972407,0.003995765596148486,0.00031599190084988574,0.008571537949043459,0.019210626703841573,0.005925821060327828,0.005421085659892113,5.5004016531021876e-05,0.0003720273356327307,0.0003364327687284048,0.0003171351924055404,0.0004068931684126843,0.0021071573861181836,0.004608201669374486,0.016336945055567747,0.0019842170365857495,0.009410260442180476,8.519662113631712e-05,0.017016520788038947,0.0003955267014513639,0.0038737939040858695,5.114923132812395e-05,0.0034535484688271506,0.00017350600016095266,0.021502755456447965,0.033708802303551444,8.455090245299957e-05,0.006081600457181788,0.01940732666225429,0.0003229227171962104,0.0008612932447611877,0.00032203177797373504,0.0001374121157492113,0.02702652507352355,0.048514469234530073,0.00018840822246308408,0.00042161608915288655,9.068156721596882e-05,0.002969126113198864,0.004171070612059304,0.0011732967890915901,0.014239388161252352,0.014288378702216257,0.0168005568949934,0.014397168894667292,0.012130765480518453,0.00018382088317968662,0.01760428866640128,0.011020261789113889
16,0.002424638331151533,0.00015586304853387688,0.0010747053989070654,0.04108783628225176,1.1306049310857504e-05,0.0001708250623519461,0.008125535877994059,0.0011827293646451585,0.00045003024345192304,3.792504054422288e-05,0.00015736544336941371,0.003056979607291031,0.0032555688578025173,0.0024257295818272007,0.00014202676480279657,0.0022609996858408217,2.026974721204063e-05,0.005622683884112369,0.017605217342872393,0.008881653629292618,0.00016944860246958048,2.9118250491118006e-05,0.0013667347515557771,0.0028899951691173926,0.0024696886290581145,0.004642031011816858,0.00017412926648337738,0.0002092562026911969,0.025137135695507757,0.003240679331486637,0.02120871061598411,0.000164418494119417,0.00020567398843612672,0.0009919235481933497,0.044563270944848174,0.0001814210581471652,0.004681008286614546,0.005899653811734882,0.0005271733012706807,0.0005430311197156517,0.01846421600493401,0.000613981777217561,0.0005538517481196377,0.05485489906934146,0.00019316371797227925,0.03962283248901383,7.713355774679257e-05,0.0013138098076932994,0.0009134681820338994,0.012039308115921124,0.04107529970809258,7.292165712522616e-05,0.0285554765985991,0.0006457755904120041,0.001247410685595718,0.0004913701843968559,7.16084679456435e-05,0.001159158964436651,0.030027535830301613,0.00608378596985051,0.032527210515252106,0.002833714025660809,0.008982989070447013,0.01138384030288073,0.001475226563304716,0.0006922896442177626,0.00016954034689872823,0.016552171071832905,0.03435029863262817,0.061510298402256795,0.021062681565299706,0.006242460007177284,7.720622559548891e-05,0.021570549187031652,6.318596025646898e-05,0.00016356520003716748,0.02649199982623645,0.00015303658741197567,8.760221808990987e-05,0.02185250285094855,0.0035613852229580433,0.0508164838476972,0.0025578848458998804,0.0001344172926165103,0.0013551797015267843,0.009615388647563908,0.0543908372830119,0.02741667611851068,4.078084540065243e-05,0.0030384674847575973,0.01908592493715337,0.00263553755786085,0.019251884276659283,0.0035083139208619556,0.007000049836490577,0.005653601080850207,0.054397225397195416,9.520136013510677e-05,0.011680992689328476
19,0.002949521087351039,0.00022117083257695985,0.0006819846583002771,0.07015022337623616,1.3709073350760262e-05,0.00020862897516588848,0.007231791694920695,0.0014375760956829421,0.0005474836466465775,4.6075672299666914e-05,0.00019217228102314353,0.0037170114684907853,0.0039527386752220275,0.002948151873862943,0.00017308149119482115,0.003212556717863158,2.4628374292711495e-05,0.0049320671428795745,0.0213662758084589,0.007711254122700636,0.00020624206902500946,3.5584127643434624e-05,0.0016709518502180506,0.0035324343344633326,0.0029982649918965177,0.0056781933808802395,0.00021252994470403655,0.0002557811060105031,0.03647016518715823,0.0039961796162971035,0.018491169345370543,0.00020093258348129696,0.0003483390849745116,0.0012109054390960774,0.04799060064208389,0.00016225683474703793,0.005722399618527928,0.005089017460476061,0.00045444677879133844,0.00040042896241330176,0.016077816929192915,0.0007460392035464005,0.0008062811533816372,0.0469890662083769,0.00023596042151189823,0.029289308655839744,9.386939902926948e-05,0.0008406115954824264,0.0011074342732033,0.014643537470832167,0.04352263997798238,0.00012246302730951967,0.025358126606991934,0.0009246836347639579,0.0015242730349610551,0.0007195718774828794,0.00010249594648128466,0.0007415425152293639,0.019131542610521607,0.005325530718982543,0.03402465076492346,0.0029767648187791844,0.01097501231740142,0.010115946083848859,0.002156360292467515,0.0008424363098561822,0.00020725442828471236,0.01227821063091925,0.041896384673841006,0.06376659426022041,0.025729599475518252,0.005597573230336299,9.413693653749528e-05,0.01924537580097914,7.688397393846556e-05,0.0001990038278608355,0.016834503495932192,0.00018677330468007278,0.0001065220441062498,0.026640806907217512,0.004317060698702915,0.04432812975041788,0.0016637784973852377,0.00019346347709759047,0.0019296069069120014,0.007225404352116366,0.04872316670657499,0.020295469704599466,4.976565821082445e-05,0.001950303352229774,0.022845022403312185,0.003205824517030868,0.023537779881901543,0.004262197290274669,0.0062787223900235035,0.005071420865863967,0.0404270652601847,0.00011593396898650257,0.014481369052645375
23,0.0045279910577869,0.00020789835472483813,0.00045922187726104473,0.0340103822455267,2.0691314009564663e-05,0.00022698046279436454,0.005736397621339107,0.0021775806408010135,0.0006128453651703057,6.982138853719139e-05,0.00029479411169808066,0.005699214467669152,0.00600037813607305,0.004505104421187369,0.00026411235419743873,0.0048088672826349585,2.661013665080566e-05,0.004772274286355788,0.03275048419552942,0.004473198737004325,0.00031584954968957244,2.945621888559363e-05,0.0022593444923309862,0.00751974085058564,0.0053919909186303785,0.008928474957878161,0.0002018253721027605,0.00019998210317785813,0.05651532459739872,0.007189744831561093,0.024342661546076477,0.00018871022790161517,0.00032214824321567716,0.0022095075510414424,0.0277326639795033,0.00024912101244296744,0.004576743747157596,0.004070915555527683,0.0003107986583683656,0.00027555422355700495,0.01118782185696598,0.0004956467065395382,0.0005295770853902564,0.043422780954911734,0.00018843798108308534,0.016512621678449357,0.00016696358283919158,0.0004922738539103249,0.0012558691967994513,0.022449622456668063,0.020863136113111157,9.893274191758289e-05,0.0389583131154641,0.0012038714882991735,0.0023390107525122095,0.000921138567984636,0.00013335180580344446,0.000596811684004968,0.01097552858184342,0.0031209167451796338,0.03878246304927731,0.004412589324318223,0.02337323237463222,0.006958968132365439,0.0020215008676315047,0.0015199501622099947,0.00026846960269313414,0.013278401498991227,0.047264840554022435,0.050635336424045475,0.04667359267029155,0.005474921707092341,0.0001037352058684657,0.02138846342775668,0.00011695972844421519,0.00018919292467840204,0.009630878141539472,0.00017352276725157066,0.00011750161058594885,0.048080327248367465,0.006560312455090352,0.047500071450976004,0.0009776424715213026,0.00015281323303708127,0.0010932273000901452,0.004091579523107628,0.05517603139643826,0.009990530405124229,0.00010301210033919566,0.0013053564360627728,0.01280723518336059,0.0036389042114646384,0.03589759469729212,0.006532857959249017,0.003622337182181451,0.0034273998606587377,0.0272305301259217,0.00012506537673650803,0.018914617165623645
24,0.000441368813526256,0.004724989869640491,0.0015886594909276452,0.0004302628179547642,0.0022970433565860505,0.04867288641397613,7.276578431739208e-05,1.4604717973549855e-05,0.0009328804529080727,0.0010690011309649168,0.03261047514019416,0.0004694419488787581,0.004923264260237059,0.0003759490140141009,0.003940460236655524,0.001426417419067461,0.005078872136307316,4.85135895291601e-05,0.00019761307099550382,0.0009964986697160944,0.0023913614345283094,0.007254294652048133,0.0009746006208572917,3.423425258014815e-05,2.992649776428271e-05,0.0008249462632460897,0.04840591774278336,0.049713437600341734,0.0002686786693657149,0.00043237094530007103,0.00014396673731247286,0.04649089081698859,0.0312636310687158,0.01017882713535269,0.004037618382849575,0.03217291286565253,5.5533909071307806e-05,5.1438370229522635e-05,0.0008967616151653323,0.0009169447628680043,0.0022229123049098826,0.014867800452413723,0.039130149542107334,0.0004180227193782802,0.046699083495286925,0.00022737682090388426,0.020874938059945867,9.67566386667876e-06,0.00015368821441408138,0.020727541970551662,0.008729176258496493,0.019386320331831512,0.00022793184332106127,0.010849352841248334,0.02610628949235357,0.00757939770813398,0.01958567816298149,0.00010147494462989688,0.0001836071848896667,0.0006220408834712419,0.0003092427453456531,0.00040196160767384375,0.0015116335012038138,0.007237579663799607,0.03640179644163169,0.0014349780161035386,0.04832722704944254,0.00010254404714731959,0.04315005543937106,0.0004667268061619206,0.0038398725191603387,5.6829632034271884e-05,0.01994277015733361,0.00017315856276502615,0.016837585300100592,0.037022229702618495,0.00016047130024869491,0.036718288534948525,0.023272063539451077,0.00023239616804406922,0.0006215750584154748,0.0003282055484446866,0.0002891893361659466,0.03681475069713532,0.053715041120198814,6.450815393598618e-05,0.0004171982119088012,0.00017053018274132317,0.010354168148289409,0.0002684926604888873,0.0019228305554961534,0.0006116640044166139,0.002302980751538821,0.00045225887449964,0.0010200949701804015,0.0007391038833001384,0.00030605142975575003,0.024640604335495322,0.0018086197704796406
28,0.04382042195663185,0.0289626030700703,0.003066799565361495,0.006032817766298919,0.0020185411013363868,0.001335413823477004,0.0002661376390946882,0.001356421180111067,0.0955121674942805,0.006820866493627893,0.005612578665173531,0.0459169947062741,0.013928723848109678,0.03584955135248394,0.027913613889964467,0.001363480342818434,0.003786627358832723,0.0039527350703012385,0.0007322974251540186,0.011178465344107099,0.03410844587965138,0.00019046890164587226,0.0036808934349494174,0.00012691271371140632,0.0001098062786083334,0.0031154750801246607,0.005400475461950195,0.001349352237377313,0.0010160928790632455,0.001620155990267482,0.00046144964939252495,0.00128178839115041,0.0016064943529729692,0.00772478213869952,0.010925258474689108,0.0010363285450388654,0.00014895657892296266,0.0001368198491654913,0.0017595357697665402,0.0015630253664532037,0.004360128442815846,0.018791820268599064,0.003569780538513625,0.0013201273870227007,0.0015098525504471058,0.0007049410439955755,0.0005992779554134752,0.0006045524811999971,0.013917059203698985,0.05143539821724671,0.014831452395693164,0.0005662435449367106,0.0008550369817394661,0.004974482007661063,0.009864169932915437,0.0038166735223194065,0.000558373066686393,0.0002669677501815854,0.0018877015504468922,0.0016421066936939362,0.0011532577729969427,0.0014855598023051219,0.005642483766695864,0.0048877354241837045,0.011473361209383874,0.005354423747706824,0.0013238990690905576,0.00031615129100764683,0.01334140642915869,0.0015013260407541365,0.01053396385685952,0.00017821110242994626,0.000509183410837308,0.0006489854125257223,0.002241547552397144,0.004889075997966791,0.0004299739962927653,0.0011890634193622096,0.002787142307339627,0.0008769813055015212,0.0023013248099652737,0.0012348987190224918,0.0006486810874039563,0.0039523706195433205,0.042765216741601636,0.0009250368218549438,0.0015747338395228868,0.00045671132420413196,0.00031333151181181827,0.020481113104787056,0.006036985700651195,0.04353583623742213,0.038592353325743275,0.04474979032012263,0.07431241755713047,0.06115469886746782,0.0009599381293030032,0.002572747466142902,0.029802159299165524
